UF;2023
11;156
12;118
13;339
14;63
15;526
16;73
17;163
21;460
22;371
23;799
24;283
25;367
26;613
27;187
28;154
29;917
31;1996
32;300
33;908
35;2787
41;1143
42;964
43;1662
50;343
51;319
52;711
53;280
 ;
