UF;2020
11;139
12;72
13;313
14;36
15;391
16;51
17;117
21;341
22;313
23;606
24;235
25;258
26;451
27;168
28;130
29;737
31;1647
32;251
33;789
35;2359
41;935
42;778
43;1419
50;244
51;261
52;596
53;198
 ;
