UF;2015
11;109
12;39
13;263
14;52
15;266
16;53
17;99
21;280
22;271
23;565
24;156
25;221
26;308
27;116
28;120
29;503
31;1303
32;189
33;531
35;2300
41;716
42;637
43;1141
50;230
51;145
52;435
53;130
 ;
