UF;2021
11;4
13;3
14;1
15;64
17;1
21;38
22;9
23;134
24;10
25;151
26;168
27;15
29;91
31;45
32;13
33;23
35;30
41;16
42;40
43;32
50;9
51;43
52;11
 ;
