UF;2022
11;150
12;81
13;297
14;55
15;499
16;81
17;149
21;395
22;364
23;790
24;238
25;328
26;488
27;193
28;162
29;879
31;2048
32;238
33;813
35;2923
41;1188
42;938
43;1571
50;328
51;302
52;712
53;252
 ;
