UF;2016
11;103
12;56
13;194
14;59
15;277
16;36
17;101
21;294
22;321
23;590
24;181
25;181
26;396
27;112
28;115
29;532
31;1302
32;175
33;573
35;2199
41;760
42;674
43;1168
50;223
51;178
52;481
53;152
 ;
