UF;2020
11;5
13;1
14;1
15;78
17;1
21;41
22;7
23;136
24;11
25;160
26;179
27;17
29;111
31;45
32;21
33;23
35;44
41;17
42;37
43;35
50;14
51;50
52;11
 ;
