UF;2022
11;4
13;4
14;1
15;62
17;2
21;36
22;15
23;127
24;10
25;138
26;176
27;14
28;1
29;95
31;41
32;10
33;23
35;35
41;19
42;38
43;25
50;6
51;43
52;9
53;1
 ;
