UF;2019
11;140
12;72
13;253
14;50
15;348
16;61
17;134
21;334
22;328
23;628
24;204
25;251
26;443
27;129
28;116
29;649
31;1732
32;248
33;572
35;2378
41;944
42;798
43;1425
50;263
51;241
52;580
53;199
 ;
